id,first_name,last_name,position,age,prime_age,year,state,country,college_id,college,stars,height,overall,finishing,shooting2,shooting3,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,overall_grade,finishing_grade,shooting2_grade,shooting3_grade,free_throw_grade,ballwork_grade,rebounding_grade,interior_defense_grade,perimeter_defense_grade,pro_potential_grade,potential_grade,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,archetype,prediction,recruiting_bias_value,stamina,playtime_expectations,minutes,previous_team_id,previous_team,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,defense,created_at,updated_at,deleted_at,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,standing_reach,vertical_leap,lane_agility,max_vertical_leap,three_quarter_sprint,shuttle_run,wing_span,potential,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,relative_type,notes,is_international
480,Otis,Hale,PF,22,28,0,California,USA,200,GONZ,5,6-5,74,9,18,14,17,14,18,14,20,C+,C,A-,C+,B-,C,B+,C+,B,63,A-,0,,0,,0,1,0,0,0,1,1,0,0,"Two-Way Wing",0,,45,0,0,0,,Outgoing,Average,Average,Average,Average,480,0,"2025-12-11 23:31:29.481","2025-12-11 23:31:29.481",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,75,0,0,0,,,0,0,0,0,,0
494,Lawerence,Elam,PF,22,27,0,Virginia,USA,126,WVU,4,6-5,74,15,10,15,8,17,18,13,13,C+,B-,D,C,C-,B+,B,B-,C-,8,F,0,,0,,0,1,0,0,1,1,0,0,0,"Pure Defender",0,,40,0,0,0,,Disruptive,"Hates Tags",Average,Average,Average,494,0,"2025-12-11 23:17:16.476","2025-12-11 23:17:16.476",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,69,0,0,0,,,0,0,0,0,,0
523,Brian,Nolting,C,23,28,0,Montana,USA,235,COLG,4,7-0,56,16,5,2,5,9,16,11,12,F,C+,F,F,F,D,B+,C,C,76,A-,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,48,0,0,0,,Average,Average,Average,"Working-Class mentality",Distracted,523,0,"2025-12-11 23:37:29.330","2025-12-11 23:37:29.330",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,59,0,0,0,,,0,0,0,0,,0
524,Terrence,Eggeman,PG,23,25,0,,Austria,17,BYU,3,6-2,49,9,13,16,15,17,5,3,6,F,C,B-,B-,B,B-,F,F,D,51,C+,0,,0,,0,0,0,0,0,0,0,0,0,"Floor General",0,,36,0,0,0,,Average,Average,"Prefers to be close to home",Average,Average,524,0,"2025-12-11 22:40:58.201","2025-12-11 22:40:58.201",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,42,0,0,0,,,0,0,0,0,,0
525,Jin,Orpilla,SG,23,25,0,Massachusetts,USA,2,AKRN,3,6-5,69,14,20,10,20,18,15,8,5,C+,B,B,D,A-,B,B-,D,D,32,C,0,,0,,1,0,0,0,1,1,1,0,0,"Mid-Range Magician",0,,40,0,0,0,,Average,"Hometown hero",Average,"Focuses on Max Reps",Average,525,0,"2025-12-11 22:38:33.406","2025-12-11 22:38:33.406",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,57,0,0,0,,,0,0,0,0,,0
526,Ruben,Mason,PF,23,28,0,"New York",USA,2,AKRN,3,6-7,58,15,16,11,12,13,11,6,6,F,C+,B,C,C-,C,C,F,F,87,A+,0,,0,,1,1,1,0,0,1,1,0,0,"Two-Way Wing",0,,47,0,0,0,,Average,"I'm the starter",Average,Average,Average,526,0,"2025-12-11 22:38:37.307","2025-12-11 22:38:37.307",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,47,0,0,0,,,0,0,0,0,,0
536,Steven,Hargrove,SF,23,27,0,Louisiana,USA,3,BAMA,2,6-8,64,14,10,14,8,14,10,15,18,D,B-,C-,B-,F,C,C-,C+,B+,91,A+,0,,0,,0,0,1,0,0,0,0,1,0,Slasher,0,,47,0,0,0,,Narcissist,Average,"Prefers to play for a national championship contender",Average,Average,536,0,"2025-12-11 22:38:44.901","2025-12-11 22:38:44.901",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,75,0,0,0,,,0,0,0,0,,0
537,Frederick,Hartwell,C,23,25,0,,Cameroon,3,BAMA,3,6-9,66,13,7,14,6,14,13,17,18,D+,C+,F,C+,D,C,C+,B+,A-,21,D-,0,,0,,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,,37,0,0,0,,Motivational,"Championship seeking","Prefers to play in a different state",Average,Average,537,0,"2025-12-11 22:38:42.079","2025-12-11 22:38:42.079",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,81,0,0,0,,,0,0,0,0,,0
538,Stephen,Tompkins,PF,23,27,0,Kansas,USA,82,OREG,2,6-7,47,10,4,13,5,13,7,7,13,F,D,D,C,F,C,C-,F,C+,46,C,0,,0,,0,1,0,0,0,0,0,0,0,"Pure Defender",0,,47,0,0,0,,Average,Average,Average,Average,Average,538,0,"2025-12-11 23:08:51.044","2025-12-11 23:08:51.044",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,37,0,0,0,,,0,0,0,0,,0
539,Spencer,Jones,C,23,28,0,Arizona,USA,0,,2,7-1,43,12,4,0,5,8,10,10,11,F,C,F,F,F,D,C+,C-,C+,92,A+,0,,0,,1,0,1,0,0,0,0,0,0,"Rim Protector",0,,34,0,0,0,,Average,Average,Average,Complacent,Average,539,0,"2025-12-12 00:02:52.353","2025-12-12 00:02:52.353",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
549,Daniel,Eldridge,PG,23,26,0,"New York",USA,4,APST,1,5-10,54,8,12,10,16,16,13,6,4,F,C-,C+,D,B-,C+,B-,D,D,28,C,0,,0,,0,0,0,1,1,1,0,0,0,"Floor General",0,,43,0,0,0,,Average,Average,Average,"Footwork king",Average,549,0,"2025-12-11 22:38:55.306","2025-12-11 22:38:55.306",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,45,0,0,0,,,0,0,0,0,,0
550,James,Stanley,PF,23,28,0,"West Virginia",USA,4,APST,4,6-5,61,12,9,12,14,15,14,6,12,F,C-,D,B-,C,C,B-,D,C+,88,A+,0,,0,,1,0,0,1,0,1,0,0,0,"Pure Defender",0,,44,0,0,0,,Average,Average,Average,Average,Average,550,0,"2025-12-11 22:38:51.719","2025-12-11 22:38:51.719",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,83,0,0,0,,,0,0,0,0,,0
551,Mark,Dotson,SG,23,26,0,,Greece,4,APST,3,6-4,61,9,15,19,14,17,9,8,12,D-,D,C+,B+,C+,B,C-,C-,C-,29,C,0,,0,,0,1,0,0,0,0,1,0,0,3-and-D,0,,42,0,0,0,,Average,Average,Average,Average,Average,551,0,"2025-12-11 22:38:49.927","2025-12-11 22:38:49.927",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,53,0,0,0,,,0,0,0,0,,0
552,Lee,Wallace,PF,23,24,0,"District of Columbia",USA,4,APST,4,6-5,59,7,12,8,11,12,16,13,15,D-,D,C+,C,C-,C+,B,C-,C+,21,D+,0,,0,,0,0,0,0,0,0,1,0,0,"Pure Defender",0,,33,0,0,0,,Average,"Championship seeking",Average,Average,Average,552,0,"2025-12-11 22:38:53.521","2025-12-11 22:38:53.521",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,86,0,0,0,,,0,0,0,0,,0
562,Robert,Kylander,PF,23,24,0,"New York",USA,43,IAST,2,6-7,52,10,11,8,16,6,14,16,6,F,C,C+,D,C+,F,C+,B,F,87,A,0,,0,,1,0,0,0,0,0,1,0,0,"Pure Defender",0,,33,0,0,0,,Average,Average,Average,Average,Average,562,0,"2025-12-11 22:45:35.493","2025-12-11 22:45:35.493",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,54,0,0,0,,,0,0,0,0,,0
563,Terence,Wilson,PF,23,26,0,"New Mexico",USA,5,ZONA,4,6-6,74,14,15,12,13,12,16,21,17,D+,C,B-,C-,B-,C-,C+,B+,B-,98,A+,0,,0,,1,1,0,1,0,0,1,1,0,"Two-Way Wing",0,,48,0,0,0,,Jokester,Average,Average,Average,"Naturally book smart",563,0,"2025-12-11 22:39:02.136","2025-12-11 22:39:02.136",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,73,0,0,0,,,0,0,0,0,,0
564,Tony,Payne,SG,23,30,0,,"Democratic Republic of Congo",5,ZONA,3,6-1,58,9,15,12,15,11,11,11,15,F,D,B,C-,B,C,C-,D,B,72,A,0,,0,,1,0,0,1,0,1,0,1,0,"Defensive Dawg",0,,42,0,0,0,,Popular,"Hates Tags",Average,Average,Average,564,0,"2025-12-11 22:39:05.769","2025-12-11 22:39:05.769",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,90,0,0,0,,,0,0,0,0,,0
565,Lloyd,Tumlinson,C,23,30,0,,Bulgaria,134,SMC,4,7-1,61,14,8,16,6,7,14,18,14,D,C+,C-,B-,D,C-,C+,B,C+,48,B-,0,,0,,0,0,0,1,0,1,1,1,0,"Rim Protector",0,,38,0,0,0,,Average,Average,Average,Average,Average,565,0,"2025-12-11 23:18:54.552","2025-12-11 23:18:54.552",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,98,0,0,0,,,0,0,0,0,,0
575,Michael,Berrier,SG,23,26,0,California,USA,6,AZST,3,6-2,64,13,24,14,16,17,4,13,12,D,C+,A+,C+,B-,B-,F,B-,C+,72,A-,0,,0,,1,0,0,0,0,0,1,0,0,"Mid-Range Magician",0,,39,0,0,0,,Motivational,Average,"Prefers to be close to home",Average,Average,575,0,"2025-12-11 22:39:15.158","2025-12-11 22:39:15.158",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,100,0,0,0,,,0,0,0,0,,0
576,Scott,Myers,PG,23,29,0,"New Mexico",USA,6,AZST,3,6-0,65,11,12,12,18,14,13,13,14,D,C-,C-,C,B-,B-,C,C+,C,25,D,0,,0,,0,0,0,1,0,0,0,0,0,"Floor General",0,,36,0,0,0,,Average,Average,Average,"Skips Leg Day",Distracted,576,0,"2025-12-11 22:39:12.714","2025-12-11 22:39:12.714",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,80,0,0,0,,,0,0,0,0,,0
577,Thomas,Stevens,SF,23,26,0,Hawaii,USA,6,AZST,4,6-6,66,16,15,19,14,15,5,11,18,C-,B+,B-,B-,C+,C,D,C,A-,32,C-,0,,0,,0,1,0,0,0,0,0,1,0,"Two-Way Wing",0,,44,0,0,0,,Disruptive,Average,"Prefers to play for a team where he can start immediately",Average,Average,577,0,"2025-12-11 22:39:10.901","2025-12-11 22:39:10.901",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,56,0,0,0,,,0,0,0,0,,0
578,Chau,Khan,PG,23,24,0,,Japan,0,,2,5-11,47,6,9,10,8,17,10,3,8,F,C-,D,D,F,C+,D,F,D,84,A+,0,,0,,0,0,0,0,0,0,0,0,0,"Floor General",0,,34,0,0,0,,Average,Average,Average,"Film Room Genius",Average,578,0,"2025-12-12 00:01:06.545","2025-12-12 00:01:06.545",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,48,0,0,0,,,0,0,0,0,,0
588,Charles,Joseph,PF,23,28,0,,Uganda,106,TROY,2,6-6,49,15,10,9,15,9,8,6,7,F,B-,C,C-,B,D,C-,D,D,33,C,0,,0,,0,0,0,1,0,0,0,0,0,"Pure Defender",0,,48,0,0,0,,Average,Average,Average,Complacent,Distracted,588,0,"2025-12-11 23:13:23.666","2025-12-11 23:13:23.666",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,66,0,0,0,,,0,0,0,0,,0
590,Charles,Le,SF,23,25,0,"District of Columbia",USA,7,ARK,3,6-5,57,14,11,8,12,11,11,9,14,D-,B-,C-,C,C,C-,C-,C,B,55,C+,0,,0,,0,0,0,0,0,0,0,0,0,"Pure Defender",0,,36,0,0,0,,Average,"Highest bidder",Average,Average,Average,590,0,"2025-12-11 22:39:20.716","2025-12-11 22:39:20.716",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,33,0,0,0,,,0,0,0,0,,0
591,Charles,Beals,PG,23,25,0,Kansas,USA,7,ARK,1,5-11,47,7,13,14,17,22,3,1,2,F,D,B-,C,B+,A-,D,F,F,74,A-,0,,0,,0,1,0,0,1,1,0,1,0,"Floor General",0,,39,0,0,0,,Average,Average,Average,Loud,"Didn't come here to play school",591,0,"2025-12-11 22:39:24.391","2025-12-11 22:39:24.391",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,32,0,0,0,,,0,0,0,0,,0
601,Jimmy,Schmoke,PF,23,30,0,"North Dakota",USA,8,ARST,1,6-10,40,6,8,3,7,9,9,5,15,F,D,F,F,C-,C-,C,F,C,65,A,0,,0,,0,0,0,0,0,1,0,1,0,"Rim Protector",0,,45,0,0,0,,Disloyal,"Hates Tags","Prefers to play for a team with a rich history",Average,Average,601,0,"2025-12-11 22:39:32.981","2025-12-11 22:39:32.981",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,26,0,0,0,,,0,0,0,0,,0
602,William,Kuenstler,C,23,29,0,Nevada,USA,8,ARST,1,7-0,40,10,9,8,8,2,9,11,11,F,D,D,D,F,F,D,C+,C,54,B-,0,,0,,0,0,0,0,0,0,0,0,0,"Rim Protector",0,,31,0,0,0,,Average,Average,"Prefers to play for an up-and-coming team",Average,"Seeks out tutoring",602,0,"2025-12-11 22:39:31.183","2025-12-11 22:39:31.183",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,31,0,0,0,,,0,0,0,0,,0
603,Eugene,Dunkle,PG,23,24,0,Kentucky,USA,0,,1,6-4,41,4,12,13,9,13,8,4,6,F,F,C+,C,C,C-,F,F,C-,38,C+,0,,0,,1,0,0,1,0,0,1,0,0,"Floor General",0,,44,0,0,0,,Average,Average,Legacy,Average,Distracted,603,0,"2025-12-12 00:04:26.620","2025-12-12 00:04:26.620",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
604,Jerry,Fields,PG,23,28,0,"South Dakota",USA,8,ARST,4,6-0,67,13,19,15,18,14,11,9,15,C-,C,A-,B,B,C+,C+,D,C,19,D+,0,,0,,1,0,0,0,0,0,0,1,0,"Sharp Shooter",0,,38,0,0,0,,Outgoing,Average,Average,Average,Average,604,0,"2025-12-11 22:39:27.552","2025-12-11 22:39:27.552",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,56,0,0,0,,,0,0,0,0,,0
614,Raymond,Toomey,C,23,26,0,,Russia,9,ARMY,3,6-9,65,18,7,5,4,2,23,16,19,D,B-,D,F,F,F,A-,B+,A-,73,A,0,,0,,0,0,1,0,0,1,0,0,0,"Lob Threat",0,,44,0,0,0,,Abrasive,Average,Average,"Center of Attention",Average,614,0,"2025-12-11 22:39:37.706","2025-12-11 22:39:37.706",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,86,0,0,0,,,0,0,0,0,,0
615,Joseph,Jones,C,23,30,0,,Ukraine,0,,2,6-9,46,10,9,7,3,8,15,6,9,F,C,D,C-,D,C-,C,D,C,47,C+,0,,0,,1,1,0,0,0,0,1,0,0,"Stretch Bigs",0,,44,0,0,0,,Average,Average,Average,Average,"Borderline failing",615,0,"2025-12-12 00:01:35.395","2025-12-12 00:01:35.395",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,61,0,0,0,,,0,0,0,0,,0
616,Larry,Hoy,PF,23,29,0,Kansas,USA,278,NKU,2,6-5,56,8,14,3,10,16,12,11,12,F,F,B,F,D,B,C+,C-,C+,44,B-,0,,0,,1,0,0,0,1,1,0,0,0,"Pure Defender",0,,37,0,0,0,,Average,Average,Average,Average,Average,616,0,"2025-12-11 23:44:32.682","2025-12-11 23:44:32.682",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,45,0,0,0,,,0,0,0,0,,0
617,John,Chastek,PF,23,28,0,Indiana,USA,9,ARMY,4,6-5,69,16,10,8,11,13,21,9,12,C,B,C,C,C-,C,A-,C,C-,95,A+,0,,0,,0,0,0,0,0,1,0,0,0,"Pure Defender",0,,47,0,0,0,,Eccentric,Average,Average,Loud,Average,617,0,"2025-12-11 22:39:35.911","2025-12-11 22:39:35.911",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,87,0,0,0,,,0,0,0,0,,0
627,Anthony,Goldberg,C,23,25,0,Montana,USA,10,AUB,3,7-0,64,17,11,11,11,8,11,12,22,C-,B-,C+,C+,C+,D,C+,B-,A,93,A+,0,,0,,0,1,1,0,1,0,0,1,0,"Stretch Bigs",0,,42,0,0,0,,Average,Average,Average,Average,Average,627,0,"2025-12-11 22:39:43.943","2025-12-11 22:39:43.943",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,33,0,0,0,,,0,0,0,0,,0
628,John,Mason,SG,23,30,0,"New Jersey",USA,10,AUB,3,6-2,62,13,11,13,17,14,5,19,15,F,C,C-,C-,B+,C,F,B,B-,52,C+,0,,0,,1,1,1,1,0,0,1,1,0,All-Around,0,,46,0,0,0,,Relaxed,Average,Average,Average,Average,628,0,"2025-12-11 22:39:45.816","2025-12-11 22:39:45.816",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,67,0,0,0,,,0,0,0,0,,0
629,Cody,Kinney,PG,23,26,0,Oregon,USA,264,HOF,3,6-2,45,11,11,12,15,6,10,5,8,F,C+,C+,C,C+,C-,D,D,D,27,C-,0,,0,,0,1,1,1,0,0,1,1,0,3-and-D,0,,39,0,0,0,,Average,Average,"Prefers to play in a different state",Average,Average,629,0,"2025-12-11 23:42:15.240","2025-12-11 23:42:15.240",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,61,0,0,0,,,0,0,0,0,,0
630,Carl,Barnes,PG,23,28,0,"South Dakota",USA,37,GT,2,6-1,55,13,8,9,13,10,10,12,13,F,C+,F,D,C,C,C-,C-,C-,44,C+,0,,0,,0,0,1,1,0,1,0,1,0,"Floor General",0,,37,0,0,0,,Average,"Money motivated",Average,Average,Average,630,0,"2025-12-11 22:44:31.297","2025-12-11 22:44:31.297",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,52,0,0,0,,,0,0,0,0,,0
640,Andrew,Johnston,PF,23,28,0,"West Virginia",USA,40,ILLI,3,6-7,59,10,14,10,14,12,14,7,15,F,D,B-,C+,C+,C-,C,F,B,95,A+,0,,0,,0,0,1,0,1,1,1,1,0,Slasher,0,,48,0,0,0,,Average,Average,Average,Average,Tutor,640,0,"2025-12-11 22:44:59.596","2025-12-11 22:44:59.596",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,97,0,0,0,,,0,0,0,0,,0
641,Darryl,Doyle,PG,23,29,0,Iowa,USA,11,BALL,2,5-11,53,10,14,10,20,9,11,9,9,F,C-,C+,C,A-,D,C,C-,C,53,C+,0,,0,,0,0,0,1,0,1,0,0,0,"Sharp Shooter",0,,40,0,0,0,,"Absent Minded",Average,Average,Average,"Never Studies",641,0,"2025-12-11 22:39:55.254","2025-12-11 22:39:55.254",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,86,0,0,0,,,0,0,0,0,,0
643,Douglas,King,PF,23,28,0,Maine,USA,11,BALL,3,6-7,65,15,9,11,12,6,17,15,20,D+,B-,C-,C+,C-,D,B,C+,B+,72,A+,0,,0,,1,1,0,1,0,0,1,1,0,"Two-Way Wing",0,,43,0,0,0,,Average,Average,Average,Average,Average,643,0,"2025-12-11 22:39:50.065","2025-12-11 22:39:50.065",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,90,0,0,0,,,0,0,0,0,,0
652,Michael,Thomas,SF,24,24,0,"South Dakota",USA,12,BAYL,2,6-8,73,29,16,11,8,15,7,14,9,C+,A+,B+,C+,C-,C+,D,C,C,38,C,0,,0,,1,0,1,0,0,0,1,0,0,Slasher,0,,38,0,0,0,,Average,Average,Average,Average,Studious,652,0,"2025-12-11 22:40:03.628","2025-12-11 22:40:03.628",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,77,0,0,0,,,0,0,0,0,,0
653,Tarek,Bassett,C,23,27,0,,Montenegro,0,,2,7-0,38,10,3,8,2,11,6,7,8,F,D,F,C,F,C-,D,C-,D,96,A+,0,,0,,0,0,0,0,1,0,0,1,0,"Stretch Bigs",0,,34,0,0,0,,Perfectionist,Average,Average,Average,Average,653,0,"2025-12-12 00:05:44.458","2025-12-12 00:05:44.458",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
654,Tommy,Gainer,SF,23,29,0,"New Jersey",USA,12,BAYL,3,6-5,76,17,17,7,10,15,17,16,17,B,B+,B+,D,D,B,B-,C+,B-,93,A+,0,,0,,1,1,0,0,0,1,1,0,0,"Two-Way Wing",0,,35,0,0,0,,Reliable,Average,Average,"Focuses on Max Weight",Average,654,0,"2025-12-11 22:40:05.487","2025-12-11 22:40:05.487",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,94,0,0,0,,,0,0,0,0,,0
655,Charles,Fisher,PG,23,26,0,,Senegal,0,,2,6-1,37,5,8,14,9,8,8,5,7,F,D,D,B,C,C-,C,F,D,63,A-,0,,0,,0,0,0,0,0,0,0,0,0,,0,,48,0,0,0,,Popular,Average,Average,Average,Average,655,0,"2025-12-12 00:05:09.644","2025-12-12 00:05:09.644",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,28,0,0,0,,,0,0,0,0,,0
666,Jimmy,Jacob,PF,23,26,0,Minnesota,USA,0,,2,6-5,50,14,8,9,8,12,9,5,9,F,B-,D,D,D,C,D,F,C,98,A+,0,,0,,0,1,0,1,1,1,0,1,0,"Two-Way Wing",0,,38,0,0,0,,Average,"I'm the starter",Average,Average,Average,666,0,"2025-12-12 00:01:11.867","2025-12-12 00:01:11.867",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,71,0,0,0,,,0,0,0,0,,0
667,Harvey,Lewis,PF,23,30,0,Virginia,USA,13,BOIS,4,6-8,74,17,15,5,12,19,12,15,17,C-,B-,C,F,B-,B-,C+,C+,B-,86,A+,0,,0,,1,0,0,0,1,0,0,0,0,"Pure Defender",0,,33,0,0,0,,"Absent Minded","Hometown hero",Average,"Working-Class mentality","Studies hard",667,0,"2025-12-11 22:40:14.021","2025-12-11 22:40:14.021",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,97,0,0,0,,,0,0,0,0,,0
668,Michael,Horton,PG,23,30,0,Vermont,USA,0,,2,6-2,43,10,7,14,5,8,9,4,12,F,C-,D,C,F,D,C-,F,C-,64,B+,0,,0,,0,0,1,1,1,1,0,1,0,"Floor General",0,,32,0,0,0,,Average,Average,Average,Average,Studious,668,0,"2025-12-12 00:02:36.857","2025-12-12 00:02:36.857",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,29,0,0,0,,,0,0,0,0,,0
669,Hoang,Huq,PG,23,24,0,Georgia,USA,30,FLA,1,6-3,53,11,10,16,9,17,7,5,10,F,C+,D,B,C,B-,D,F,C+,24,D+,0,,0,,1,1,0,0,1,0,0,1,0,"Sharp Shooter",0,,47,0,0,0,,Average,Average,"Prefers to play for a national championship contender",Average,Average,669,0,"2025-12-11 22:43:18.644","2025-12-11 22:43:18.644",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,64,0,0,0,,,0,0,0,0,,0
679,Bryce,Morgan,C,23,29,0,"Rhode Island",USA,14,BC,3,6-9,66,8,9,13,8,13,20,13,17,D+,D,C,B-,C-,C,B+,C,C+,98,A+,0,,0,,0,0,0,1,0,1,0,1,0,"Rim Protector",0,,45,0,0,0,,Average,"Drafted team discount",Average,Average,Average,679,0,"2025-12-11 22:40:25.615","2025-12-11 22:40:25.615",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,79,0,0,0,,,0,0,0,0,,0
680,Jose,Rocha,PF,23,27,0,,Nicaragua,14,BC,4,6-7,69,15,8,13,9,13,17,15,13,D-,C+,F,C-,D,C,C+,C+,C,43,C,0,,0,,0,1,0,0,1,1,0,0,0,"Pure Defender",0,,46,0,0,0,,Average,Average,Average,Persistant,"Studies hard",680,0,"2025-12-11 22:40:23.499","2025-12-11 22:40:23.499",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,62,0,0,0,,,0,0,0,0,,0
681,Jose,Bond,C,23,27,0,Mississippi,USA,0,,3,6-11,54,9,8,7,8,9,13,16,16,F,D,C,F,D,C,B-,B,C+,61,B,0,,0,,0,0,0,0,0,1,0,0,0,"Rim Protector",0,,42,0,0,0,,Disruptive,"Championship seeking",Average,Average,"Never Studies",681,0,"2025-12-12 00:00:27.306","2025-12-12 00:00:27.306",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,88,0,0,0,,,0,0,0,0,,0
682,Manuel,Centofanti,C,23,29,0,Iowa,USA,0,,2,7-1,54,15,6,11,7,11,8,11,14,F,C+,F,C-,D,C-,D,C,C,87,A+,0,,0,,0,1,0,0,1,0,0,0,0,"Stretch Bigs",0,,46,0,0,0,,Average,Loyal,Average,Average,"Seeks out tutoring",682,0,"2025-12-12 00:00:41.982","2025-12-12 00:00:41.982",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,84,0,0,0,,,0,0,0,0,,0
692,Curtis,Boccella,PG,23,27,0,Kentucky,USA,15,BGSU,4,6-0,65,16,18,18,22,16,7,6,8,D,C+,B,A-,A+,B+,F,D,F,71,B+,0,,0,,0,0,0,1,0,1,0,0,0,"Sharp Shooter",0,,42,0,0,0,,Average,"Hates Tags",Open-Minded,Average,Average,692,0,"2025-12-11 22:40:34.296","2025-12-11 22:40:34.296",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,25,0,0,0,,,0,0,0,0,,0
703,Anthony,Slawson,SG,23,24,0,,Russia,58,MIAO,2,5-11,50,10,21,10,19,11,5,7,10,F,C-,B+,C-,B+,C+,D,C-,C-,21,D,0,,0,,1,0,0,0,1,0,0,0,0,"Mid-Range Magician",0,,33,0,0,0,,Average,Average,Average,Average,"Has other priorities",703,0,"2025-12-11 23:04:56.045","2025-12-11 23:04:56.045",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,26,0,0,0,,,0,0,0,0,,0
705,Todd,Petrillo,PG,23,25,0,,Croatia,74,NW,2,6-2,58,14,12,16,15,9,11,11,10,F,B,C-,B-,C+,D,C-,C,C-,21,C-,0,,0,,0,0,0,0,0,0,0,0,0,"Sharp Shooter",0,,46,0,0,0,,Irrational,"I'm the starter","Prefers to play for a team where he can start immediately",Loud,Average,705,0,"2025-12-11 23:07:22.356","2025-12-11 23:07:22.356",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,95,0,0,0,,,0,0,0,0,,0
706,Richard,Holbrook,PG,23,24,0,,Belize,16,BUFF,3,6-4,76,12,16,11,17,23,11,10,22,B-,C+,C+,C+,B,A-,D,C,A-,85,A+,0,,0,,0,0,0,0,0,0,1,1,0,"Floor General",0,,42,0,0,0,,Average,Average,Open-Minded,Average,"Values academics",706,0,"2025-12-11 22:40:41.878","2025-12-11 22:40:41.878",NULL,0,0,0,,,,0,0,0,,0,0,0,0,0,,85,0,0,0,,,0,0,0,0,,0
